Week,Chg,Player,Team,Opp,Att,Yard,TD,Rec,Yard,TD,FPts
17,,D.J. Moore,CHI,ATL,0,0,0.0,6,71,0.4,9.5
17,,Calvin Ridley,JAC,CAR,0,0,0.0,5,71,0.4,9.5
17,,Stefon Diggs,BUF,NE,0,0,0.0,5,70,0.4,9.4
17,,Davante Adams,LV,@IND,0,0,0.0,5,68,0.4,9.2
17,,DeAndre Hopkins,TEN,@HOU,0,0,0.0,5,67,0.4,9.1
17,,Michael Pittman Jr.,IND,LV,0,0,0.0,5,67,0.4,9.1
17,,Nico Collins,HOU,TEN,0,0,0.0,6,70,0.3,8.8
17,,Terry McLaurin,WAS,SF,0,0,0.0,5,68,0.3,8.6
17,,Garrett Wilson,NYJ,@CLE,0,0,0.0,5,68,0.3,8.6
17,,Jerry Jeudy,DEN,LAC,0,0,0.0,5,65,0.3,8.3
17,,DeVonta Smith,PHI,ARI,0,0,0.0,5,64,0.3,8.2
17,,Adam Thielen,CAR,@JAC,0,0,0.0,6,64,0.3,8.2
17,,Romeo Doubs,GB,@MIN,0,0,0.0,5,63,0.3,8.1
17,,Elijah Moore,CLE,NYJ,0,0,0.0,5,63,0.3,8.1
17,,Tee Higgins,CIN,@KC,0,0,0.0,4,58,0.3,7.6
17,,Tyler Lockett,SEA,PIT,0,0,0.0,5,58,0.3,7.6
17,,Drake London,ATL,@CHI,0,0,0.0,5,61,0.2,7.3
17,,Jayden Reed,GB,@MIN,0,0,0.0,4,55,0.3,7.3
17,,Chris Godwin,TB,NO,0,0,0.0,5,60,0.2,7.2
17,,Diontae Johnson,PIT,@SEA,0,0,0.0,5,58,0.2,7.0
17,,Jakobi Meyers,LV,@IND,0,0,0.0,5,52,0.3,7.0
17,,Brandin Cooks,DAL,DET,0,0,0.0,4,50,0.3,6.8
17,,Demario Douglas,NE,@BUF,0,0,0.0,5,55,0.2,6.7
17,,Zay Flowers,BAL,MIA,0,0,0.0,5,55,0.2,6.7
17,,Curtis Samuel,WAS,SF,0,0,0.0,5,55,0.2,6.7
17,,Dontayvion Wicks,GB,@MIN,0,0,0.0,4,48,0.3,6.6
17,,Noah Brown,HOU,TEN,0,0,0.0,4,53,0.2,6.5
17,,Jaxon Smith-Njigba,SEA,PIT,0,0,0.0,4,53,0.2,6.5
17,,Gabe Davis,BUF,NE,0,0,0.0,3,46,0.3,6.4
17,,Jordan Addison,MIN,GB,0,0,0.0,4,45,0.3,6.3
17,,Josh Downs,IND,LV,0,0,0.0,4,51,0.2,6.3
17,,Quentin Johnston,LAC,@DEN,0,0,0.0,4,57,0.1,6.3
17,,George Pickens,PIT,@SEA,0,0,0.0,3,46,0.2,5.8
17,,Tyler Boyd,CIN,@KC,0,0,0.0,4,43,0.2,5.5
17,,Demarcus Robinson,LAR,@NYG,0,0,0.0,3,41,0.2,5.3
17,,Odell Beckham Jr.,BAL,MIA,0,0,0.0,3,37,0.2,4.9
