Week,Chg,Player,Team,Opp,Att,Yard,TD,Rec,Yard,TD,FPts
4,,Xavier Worthy,KC,@LAC,2,8,0.0,4,50,0.4,8.2
4,,Khalil Shakir,BUF,@BAL,0,0,0.0,5,63,0.3,8.1
4,,Brian Thomas Jr.,JAC,@HOU,0,0,0.0,4,58,0.3,7.6
4,,Ladd McConkey,LAC,KC,0,0,0.0,4,56,0.3,7.4
4,,Jakobi Meyers,LV,CLE,0,0,0.0,5,55,0.3,7.3
4,,Courtland Sutton,DEN,@NYJ,0,0,0.0,4,54,0.3,7.2
4,,Darnell Mooney,ATL,NO,0,0,0.0,4,53,0.3,7.1
4,,Quentin Johnston,LAC,KC,0,0,0.0,4,52,0.3,7.0
4,,Demarcus Robinson,LAR,@CHI,0,0,0.0,4,52,0.3,7.0
4,,Michael Wilson,ARI,WAS,0,0,0.0,4,52,0.3,7.0
4,,Keon Coleman,BUF,@BAL,0,0,0.0,4,51,0.3,6.9
4,,Jaylen Waddle,MIA,TEN,0,0,0.0,4,50,0.3,6.8
4,,Christian Kirk,JAC,@HOU,0,0,0.0,4,54,0.2,6.6
4,,Michael Pittman Jr.,IND,PIT,0,0,0.0,4,48,0.3,6.6
4,,Jordan Addison,MIN,@GB,0,0,0.0,4,53,0.2,6.5
4,,Brandin Cooks,DAL,@NYG,0,0,0.0,4,47,0.3,6.5
4,,Keenan Allen,CHI,LAR,0,0,0.0,4,45,0.3,6.3
4,,Christian Watson,GB,MIN,0,0,0.0,3,43,0.3,6.1
4,,Romeo Doubs,GB,MIN,0,0,0.0,4,47,0.2,5.9
4,,Tyler Lockett,SEA,@DET,0,0,0.0,4,47,0.2,5.9
5,,Ja'Marr Chase,CIN,BAL,0,0,0.0,6,84,0.7,12.6
5,,Justin Jefferson,MIN,NYJ,0,0,0.0,6,80,0.7,12.2
5,,Jayden Reed,GB,@LAR,2,13,0.0,6,77,0.5,12.0
5,,Nico Collins,HOU,BUF,0,0,0.0,6,85,0.5,11.5
5,,CeeDee Lamb,DAL,@PIT,0,0,0.0,6,78,0.6,11.4
5,,Mike Evans,TB,@ATL,0,0,0.0,5,74,0.6,11.0
5,,DK Metcalf,SEA,NYG,0,0,0.0,6,80,0.5,11.0
5,,Marvin Harrison Jr.,ARI,@SF,0,0,0.0,6,70,0.6,10.6
5,,Deebo Samuel,SF,ARI,3,14,0.0,5,68,0.4,10.6
5,,Chris Godwin,TB,@ATL,0,0,0.0,6,71,0.5,10.1
5,,Diontae Johnson,CAR,@CHI,0,0,0.0,5,71,0.5,10.1
5,,Amari Cooper,CLE,@WAS,0,0,0.0,5,70,0.5,10.0
5,,Stefon Diggs,HOU,BUF,0,0,0.0,5,70,0.5,10.0
5,,Garrett Wilson,NYJ,@MIN,0,0,0.0,5,67,0.5,9.7
5,,Tyreek Hill,MIA,@NE,2,8,0.0,4,61,0.4,9.3
5,,George Pickens,PIT,DAL,0,0,0.0,5,68,0.4,9.2
5,,Michael Pittman Jr.,IND,@JAC,0,0,0.0,6,72,0.3,9.0
5,,Xavier Worthy,KC,NO,2,8,0.0,4,58,0.4,9.0
5,,Zay Flowers,BAL,@CIN,1,5,0.0,5,60,0.4,8.9
5,,Tee Higgins,CIN,BAL,0,0,0.0,5,65,0.4,8.9
5,,Drake London,ATL,TB,0,0,0.0,5,65,0.4,8.9
5,,Dontayvion Wicks,GB,@LAR,0,0,0.0,5,65,0.4,8.9
5,,Brandon Aiyuk,SF,ARI,0,0,0.0,5,63,0.4,8.7
5,,Chris Olave,NO,@KC,0,0,0.0,5,62,0.4,8.6
5,,Terry McLaurin,WAS,CLE,0,0,0.0,6,60,0.4,8.4
5,,Jaxon Smith-Njigba,SEA,NYG,0,0,0.0,6,66,0.3,8.4
5,,Keon Coleman,BUF,@HOU,0,0,0.0,5,64,0.3,8.2
5,,Brian Thomas Jr.,JAC,IND,0,0,0.0,5,63,0.3,8.1
5,,Josh Downs,IND,@JAC,0,0,0.0,6,62,0.3,8.0
5,,Rashid Shaheed,NO,@KC,0,0,0.0,3,56,0.4,8.0
5,,D.J. Moore,CHI,CAR,0,0,0.0,5,60,0.3,7.8
5,,Christian Kirk,JAC,IND,0,0,0.0,4,59,0.3,7.7
5,,Wan'Dale Robinson,NYG,@SEA,0,0,0.0,6,64,0.2,7.6
5,,Courtland Sutton,DEN,LV,0,0,0.0,4,57,0.3,7.5
5,,Darius Slayton,NYG,@SEA,0,0,0.0,4,55,0.3,7.3
5,,Tank Dell,HOU,BUF,0,0,0.0,4,54,0.3,7.2
5,,Jakobi Meyers,LV,@DEN,0,0,0.0,5,53,0.3,7.1
5,,Darnell Mooney,ATL,TB,0,0,0.0,4,53,0.3,7.1
5,,Jordan Whittington,LAR,GB,0,0,0.0,5,57,0.2,6.9
5,,Jordan Addison,MIN,NYJ,0,0,0.0,4,48,0.3,6.6
5,,Tutu Atwell,LAR,GB,0,0,0.0,3,54,0.2,6.6
5,,Michael Wilson,ARI,@SF,0,0,0.0,3,46,0.3,6.4
5,,Allen Lazard,NYJ,@MIN,0,0,0.0,4,45,0.3,6.3
5,,Jauan Jennings,SF,ARI,0,0,0.0,4,49,0.2,6.1
5,,Demarcus Robinson,LAR,GB,0,0,0.0,4,48,0.2,6.0
5,,Jaylen Waddle,MIA,@NE,0,0,0.0,3,42,0.3,6.0
5,,Tre Tucker,LV,@DEN,0,0,0.0,4,47,0.2,5.9
5,,Keenan Allen,CHI,CAR,0,0,0.0,3,40,0.3,5.8
5,,Rome Odunze,CHI,CAR,0,0,0.0,3,40,0.3,5.8
5,,Jalen Tolbert,DAL,@PIT,0,0,0.0,3,45,0.2,5.7
6,,Ja'Marr Chase,CIN,@NYG,0,0,0.0,6,86,0.7,12.8
6,,Jayden Reed,GB,ARI,2,15,0.0,6,75,0.5,12.0
6,,CeeDee Lamb,DAL,DET,0,0,0.0,6,82,0.6,11.8
6,,Amon-Ra St. Brown,DET,@DAL,0,0,0.0,7,87,0.5,11.7
6,,Mike Evans,TB,@NO,0,0,0.0,5,77,0.6,11.3
6,,DK Metcalf,SEA,SF,0,0,0.0,6,82,0.5,11.2
6,,Stefon Diggs,HOU,@NE,0,0,0.0,6,74,0.5,10.4
6,,Chris Godwin,TB,@NO,0,0,0.0,6,73,0.5,10.3
6,,Deebo Samuel,SF,@SEA,3,13,0.0,5,65,0.4,10.2
6,,A.J. Brown,PHI,CLE,0,0,0.0,6,77,0.4,10.1
6,,Marvin Harrison Jr.,ARI,@GB,0,0,0.0,6,70,0.5,10.0
6,,Garrett Wilson,NYJ,BUF,0,0,0.0,5,70,0.5,10.0
6,,Brandon Aiyuk,SF,@SEA,0,0,0.0,5,73,0.4,9.7
6,,Amari Cooper,CLE,@PHI,0,0,0.0,5,67,0.5,9.7
6,,DeVonta Smith,PHI,CLE,0,0,0.0,5,72,0.4,9.6
6,,Zay Flowers,BAL,WAS,1,5,0.0,6,65,0.4,9.4
6,,Tee Higgins,CIN,@NYG,0,0,0.0,5,69,0.4,9.3
6,,Drake London,ATL,@CAR,0,0,0.0,6,68,0.4,9.2
6,,Terry McLaurin,WAS,@BAL,0,0,0.0,6,67,0.4,9.1
6,,Diontae Johnson,CAR,ATL,0,0,0.0,5,66,0.4,9.0
6,,Jameson Williams,DET,@DAL,0,0,0.0,4,65,0.4,8.9
6,,George Pickens,PIT,@LV,0,0,0.0,5,63,0.4,8.7
6,,Brian Thomas Jr.,JAC,@CHI,0,0,0.0,5,63,0.4,8.7
6,,Jaxon Smith-Njigba,SEA,SF,0,0,0.0,6,68,0.3,8.6
6,,Darius Slayton,NYG,CIN,0,0,0.0,5,67,0.3,8.5
6,,Josh Downs,IND,@TEN,0,0,0.0,6,66,0.3,8.4
6,,D.J. Moore,CHI,JAC,0,0,0.0,5,65,0.3,8.3
6,,Calvin Ridley,TEN,IND,0,0,0.0,5,65,0.3,8.3
6,,Christian Kirk,JAC,@CHI,0,0,0.0,4,60,0.3,7.8
6,,Chris Olave,NO,TB,0,0,0.0,5,60,0.3,7.8
6,,Wan'Dale Robinson,NYG,CIN,0,0,0.0,6,65,0.2,7.7
6,,Courtland Sutton,DEN,LAC,0,0,0.0,5,59,0.3,7.7
6,,Tank Dell,HOU,@NE,0,0,0.0,4,58,0.3,7.6
6,,Michael Pittman Jr.,IND,@TEN,0,0,0.0,5,57,0.3,7.5
6,,Darnell Mooney,ATL,@CAR,0,0,0.0,4,55,0.3,7.3
6,,Jalen Tolbert,DAL,DET,0,0,0.0,4,55,0.3,7.3
6,,Keon Coleman,BUF,@NYJ,0,0,0.0,4,52,0.3,7.0
6,,Ladd McConkey,LAC,@DEN,0,0,0.0,5,58,0.2,7.0
6,,Rashid Shaheed,NO,TB,0,0,0.0,3,50,0.3,6.8
6,,Romeo Doubs,GB,ARI,0,0,0.0,4,47,0.3,6.5
6,,Michael Wilson,ARI,@GB,0,0,0.0,4,50,0.2,6.2
6,,DeAndre Hopkins,TEN,IND,0,0,0.0,4,42,0.3,6.0
6,,Allen Lazard,NYJ,BUF,0,0,0.0,3,40,0.3,5.8
6,,Tre Tucker,LV,PIT,0,0,0.0,4,46,0.2,5.8
6,,Tyler Lockett,SEA,SF,0,0,0.0,4,45,0.2,5.7
6,,Ja'Lynn Polk,NE,HOU,0,0,0.0,4,45,0.2,5.7
6,,Xavier Hutchinson,HOU,@NE,0,0,0.0,3,43,0.2,5.5
6,,Jerry Jeudy,CLE,@PHI,0,0,0.0,4,43,0.2,5.5
6,,Quentin Johnston,LAC,@DEN,0,0,0.0,3,43,0.2,5.5
6,,Xavier Legette,CAR,ATL,0,0,0.0,3,41,0.2,5.3
7,,Justin Jefferson,MIN,DET,0,0,0.0,7,90,0.8,13.8
7,,Ja'Marr Chase,CIN,@CLE,0,0,0.0,6,82,0.7,12.4
7,,A.J. Brown,PHI,@NYG,0,0,0.0,6,85,0.6,12.1
7,,Jayden Reed,GB,HOU,2,13,0.0,6,72,0.5,11.5
7,,Malik Nabers,NYG,PHI,0,0,0.0,6,77,0.6,11.3
7,,Deebo Samuel,SF,KC,4,16,0.1,5,67,0.4,11.3
7,,DK Metcalf,SEA,@ATL,0,0,0.0,6,80,0.5,11.0
7,,Amon-Ra St. Brown,DET,@MIN,0,0,0.0,6,80,0.5,11.0
7,,Mike Evans,TB,BAL,0,0,0.0,5,73,0.6,10.9
7,,Chris Godwin,TB,BAL,0,0,0.0,7,77,0.5,10.7
7,,Stefon Diggs,HOU,@GB,0,0,0.0,6,76,0.5,10.6
7,,Diontae Johnson,CAR,@WAS,0,0,0.0,6,76,0.4,10.0
7,,Zay Flowers,BAL,@TB,1,5,0.0,6,70,0.4,9.9
7,,Drake London,ATL,SEA,0,0,0.0,6,69,0.5,9.9
7,,Garrett Wilson,NYJ,@PIT,0,0,0.0,5,68,0.5,9.8
7,,Tee Higgins,CIN,@CLE,0,0,0.0,5,71,0.4,9.5
7,,DeVonta Smith,PHI,@NYG,0,0,0.0,5,67,0.4,9.1
7,,Terry McLaurin,WAS,CAR,0,0,0.0,6,66,0.4,9.0
7,,Brian Thomas Jr.,JAC,NE,0,0,0.0,5,65,0.4,8.9
7,,Jameson Williams,DET,@MIN,0,0,0.0,4,63,0.4,8.7
7,,George Pickens,PIT,NYJ,0,0,0.0,5,60,0.4,8.4
7,,Jaxon Smith-Njigba,SEA,@ATL,0,0,0.0,6,66,0.3,8.4
7,,Tank Dell,HOU,@GB,0,0,0.0,5,63,0.3,8.1
7,,Tyreek Hill,MIA,@IND,0,0,0.0,4,63,0.3,8.1
7,,Marvin Harrison Jr.,ARI,LAC,0,0,0.0,5,62,0.3,8.0
7,,Josh Downs,IND,MIA,0,0,0.0,5,60,0.3,7.8
7,,Christian Watson,GB,HOU,0,0,0.0,4,60,0.3,7.8
7,,Brandon Aiyuk,SF,KC,0,0,0.0,4,58,0.3,7.6
7,,Darnell Mooney,ATL,SEA,0,0,0.0,4,57,0.3,7.5
7,,Tutu Atwell,LAR,LV,0,0,0.0,4,61,0.2,7.3
7,,Courtland Sutton,DEN,@NO,0,0,0.0,4,55,0.3,7.3
7,,Xavier Worthy,KC,@SF,2,10,0.1,3,45,0.2,7.3
7,,JuJu Smith-Schuster,KC,@SF,0,0,0.0,4,53,0.3,7.1
7,,Davante Adams,NYJ,@PIT,0,0,0.0,4,52,0.3,7.0
7,,Jordan Addison,MIN,DET,0,0,0.0,4,52,0.3,7.0
7,,Christian Kirk,JAC,NE,0,0,0.0,4,52,0.3,7.0
7,,Michael Pittman Jr.,IND,MIA,0,0,0.0,4,52,0.3,7.0
7,,Wan'Dale Robinson,NYG,PHI,0,0,0.0,6,58,0.2,7.0
7,,Jordan Whittington,LAR,LV,0,0,0.0,5,58,0.2,7.0
7,,DeAndre Hopkins,TEN,@BUF,0,0,0.0,4,50,0.3,6.8
7,,Demario Douglas,NE,@JAC,0,0,0.0,5,55,0.2,6.7
7,,Jerry Jeudy,CLE,CIN,0,0,0.0,5,55,0.2,6.7
7,,Ladd McConkey,LAC,@ARI,0,0,0.0,4,55,0.2,6.7
7,,Khalil Shakir,BUF,TEN,0,0,0.0,4,47,0.3,6.5
7,,Bub Means,NO,DEN,0,0,0.0,4,52,0.2,6.4
7,,Romeo Doubs,GB,HOU,0,0,0.0,4,44,0.3,6.2
7,,Calvin Ridley,TEN,@BUF,0,0,0.0,4,48,0.2,6.0
7,,Jaylen Waddle,MIA,@IND,0,0,0.0,3,48,0.2,6.0
