Week,Chg,Player,Team,Opp,Att_Predicted,Yard,TD_Predicted,Rec_Predicted,Yard.1,TD.1_Predicted,FPts,Loc,Game,Pts*,Att_Actual,Cmp,Yds,TD_Actual,Int,2Pt,Att.1,Yds.1,TD.1_Actual,2Pt.1,Rec_Actual,Yds.2,TD.2,2Pt.2,FL,TD.3,Year,Net_score
9,,Mecole Hardman,KC,TEN,0,0,0.0,3,42,0.0,4.2,Home,TEN@KC,13.0,0,0,0,0,0,0,0,0,0,0,6,79,1,0,0,0,2022,8.8
9,,Sammy Watkins,GB,DET,0,0,0.0,4,42,0.0,4.2,Away,GB@DET,0.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2022,-4.2
9,,Zay Jones,JAC,LV,0,0,0.0,3,40,0.0,4.0,Home,LV@JAX,4.0,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0,2022,0.0
9,,Alec Pierce,IND,NE,0,0,0.0,3,38,0.0,3.8,Away,IND@NE,2.0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,2022,-1.7999999999999998
9,,Chris Moore,HOU,PHI,0,0,0.0,3,37,0.0,3.7,Home,PHI@HOU,10.0,0,0,0,0,0,0,1,2,0,0,4,43,1,0,0,0,2022,6.3
9,,Demarcus Robinson,BAL,NO,0,0,0.0,3,37,0.0,3.7,Away,BAL@NO,1.0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2022,-2.7
9,,Olamide Zaccheaus,ATL,LAC,0,0,0.0,3,37,0.0,3.7,Home,LAC@ATL,1.0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,2022,-2.7
10,,Tyreek Hill,MIA,CLE,2,8,0.0,7,99,1.0,16.7,Home,CLE@MIA,10.0,0,0,0,0,0,0,0,0,0,0,5,44,1,0,0,0,2022,-6.699999999999999
10,,Cooper Kupp,LAR,ARI,2,8,0.0,7,94,1.0,16.2,Home,ARI@LA,0.0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,2022,-16.2
10,,Justin Jefferson,MIN,BUF,0,0,0.0,6,96,1.0,15.6,Away,MIN@BUF,25.0,0,0,0,0,0,0,0,0,0,0,10,193,1,0,0,0,2022,9.4
10,,Stefon Diggs,BUF,MIN,0,0,0.0,8,95,1.0,15.5,Home,MIN@BUF,12.0,0,0,0,0,0,0,0,0,0,0,12,128,0,0,0,0,2022,-3.5
10,,A.J. Brown,PHI,WAS,0,0,0.0,7,93,1.0,15.3,Home,WAS@PHI,0.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2022,-15.3
10,,Davante Adams,LV,IND,0,0,0.0,7,91,1.0,15.1,Home,IND@LV,18.0,0,0,0,0,0,0,0,0,0,0,9,126,1,0,0,0,2022,2.9000000000000004
10,,DeAndre Hopkins,ARI,LAR,0,0,0.0,7,82,1.0,14.2,Away,ARI@LA,9.0,0,0,0,0,0,0,0,0,0,0,10,98,0,0,0,0,2022,-5.199999999999999
10,,Mike Evans,TB,SEA,0,0,0.0,6,80,1.0,14.0,Home,SEA@TB,5.0,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0,2022,-9.0
10,,Amari Cooper,CLE,MIA,0,0,0.0,6,78,1.0,13.8,Away,CLE@MIA,3.0,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,2022,-10.8
10,,Deebo Samuel,SF,LAC,2,10,0.0,5,67,1.0,13.7,Home,LAC@SF,4.0,0,0,0,0,0,0,4,27,0,0,2,24,0,0,0,0,2022,-9.7
10,,JuJu Smith-Schuster,KC,JAC,0,0,0.0,6,77,1.0,13.7,Home,JAX@KC,3.0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,2022,-10.7
10,,Terry McLaurin,WAS,PHI,0,0,0.0,6,75,1.0,13.5,Away,WAS@PHI,12.0,0,0,0,0,0,0,0,0,0,0,8,128,0,0,0,0,2022,-1.5
10,,D.J. Moore,CAR,ATL,2,7,0.0,5,68,1.0,13.5,Home,ATL@CAR,2.0,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,2022,-11.5
10,,CeeDee Lamb,DAL,GB,0,0,0.0,5,74,1.0,13.4,Away,DAL@GB,27.0,0,0,0,0,0,0,0,0,0,0,11,150,2,0,0,0,2022,13.6
10,,Jaylen Waddle,MIA,CLE,0,0,0.0,5,73,1.0,13.3,Home,CLE@MIA,6.0,0,0,0,0,0,0,0,0,0,0,4,66,0,0,0,0,2022,-7.300000000000001
10,,Chris Olave,NO,PIT,0,0,0.0,6,72,1.0,13.2,Away,NO@PIT,4.0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,2022,-9.2
10,,Christian Kirk,JAC,KC,0,0,0.0,6,70,1.0,13.0,Away,JAX@KC,22.0,0,0,0,0,0,0,0,0,0,0,9,105,2,0,0,0,2022,9.0
10,,Amon-Ra St. Brown,DET,CHI,0,0,0.0,6,70,1.0,13.0,Away,DET@CHI,11.0,0,0,0,0,0,0,1,2,0,0,10,119,0,0,0,0,2022,-2.0
10,,Allen Lazard,GB,DAL,0,0,0.0,6,67,1.0,12.7,Home,DAL@GB,4.0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,2022,-8.7
10,,Tyler Lockett,SEA,TB,0,0,0.0,6,66,1.0,12.6,Away,SEA@TB,10.0,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0,2022,-2.5999999999999996
10,,Brandin Cooks,HOU,NYG,0,0,0.0,5,62,1.0,12.2,Away,HOU@NYG,3.0,0,0,0,0,0,0,1,5,0,0,4,37,0,0,0,0,2022,-9.2
10,,Courtland Sutton,DEN,TEN,0,0,0.0,5,59,1.0,11.9,Away,DEN@TEN,6.0,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0,2022,-5.9
10,,Rondale Moore,ARI,LAR,1,7,0.0,7,70,0.0,7.7,Away,ARI@LA,9.0,0,0,0,0,0,0,0,0,0,0,9,94,0,0,0,0,2022,1.2999999999999998
10,,Josh Palmer,LAC,SF,0,0,0.0,6,72,0.0,7.2,Away,LAC@SF,4.0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,2022,-3.2
10,,Chris Godwin,TB,SEA,0,0,0.0,5,65,0.0,6.5,Home,SEA@TB,13.0,0,0,0,0,0,0,0,0,0,0,6,71,1,0,0,0,2022,6.5
10,,Curtis Samuel,WAS,PHI,2,12,0.0,6,53,0.0,6.5,Away,WAS@PHI,3.0,0,0,0,0,0,0,4,12,0,0,2,28,0,0,0,0,2022,-3.5
10,,Brandon Aiyuk,SF,LAC,0,0,0.0,5,64,0.0,6.4,Home,LAC@SF,7.0,0,0,0,0,0,0,0,0,0,0,6,84,0,0,1,0,2022,0.5999999999999996
10,,DeVonta Smith,PHI,WAS,0,0,0.0,5,64,0.0,6.4,Home,WAS@PHI,8.0,0,0,0,0,0,0,0,0,0,0,6,39,1,0,1,0,2022,1.5999999999999996
10,,Donovan Peoples-Jones,CLE,MIA,0,0,0.0,5,58,0.0,5.8,Away,CLE@MIA,9.0,0,0,0,0,0,0,0,0,0,0,5,99,0,0,0,0,2022,3.2
10,,Diontae Johnson,PIT,NO,0,0,0.0,5,57,0.0,5.7,Home,NO@PIT,6.0,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0,2022,0.2999999999999998
10,,Mack Hollins,LV,IND,0,0,0.0,4,55,0.0,5.5,Home,IND@LV,1.0,0,0,0,0,0,0,1,0,0,0,2,18,0,0,0,0,2022,-4.5
10,,Darnell Mooney,CHI,DET,0,0,0.0,4,55,0.0,5.5,Home,DET@CHI,5.0,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0,2022,-0.5
10,,Darius Slayton,NYG,HOU,0,0,0.0,4,55,0.0,5.5,Home,HOU@NYG,15.0,0,0,0,0,0,0,0,0,0,0,3,95,1,0,0,0,2022,9.5
10,,Marquez Valdes-Scantling,KC,JAC,0,0,0.0,4,55,0.0,5.5,Home,JAX@KC,12.0,0,0,0,0,0,0,0,0,0,0,3,60,1,0,0,0,2022,6.5
10,,Adam Thielen,MIN,BUF,0,0,0.0,4,54,0.0,5.4,Away,MIN@BUF,4.0,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0,2022,-1.4000000000000004
10,,Michael Gallup,DAL,GB,0,0,0.0,5,52,0.0,5.2,Away,DAL@GB,3.0,0,0,0,0,0,0,0,0,0,0,4,35,0,0,0,0,2022,-2.2
10,,George Pickens,PIT,NO,0,0,0.0,5,51,0.0,5.1,Home,NO@PIT,11.0,0,0,0,0,0,0,2,23,1,0,3,32,0,0,0,0,2022,5.9
10,,Wan'Dale Robinson,NYG,HOU,0,0,0.0,4,48,0.0,4.8,Home,HOU@NYG,2.0,0,0,0,0,0,0,1,-5,0,0,2,20,0,0,0,0,2022,-2.8
10,,DeAndre Carter,LAC,SF,0,0,0.0,4,47,0.0,4.7,Away,LAC@SF,12.0,0,0,0,0,0,0,0,0,0,0,4,64,1,0,0,0,2022,7.3
10,,Noah Brown,DAL,GB,0,0,0.0,3,45,0.0,4.5,Away,DAL@GB,0.0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2022,-4.5
10,,Drake London,ATL,CAR,0,0,0.0,3,44,0.0,4.4,Away,ATL@CAR,9.0,0,0,0,0,0,0,0,0,0,0,5,38,1,0,0,0,2022,4.6
10,,Kalif Raymond,DET,CHI,0,0,0.0,4,44,0.0,4.4,Away,DET@CHI,4.0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,2022,-0.40000000000000036
10,,Allen Robinson,LAR,ARI,0,0,0.0,3,44,0.0,4.4,Home,ARI@LA,4.0,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,2022,-0.40000000000000036
10,,Zay Jones,JAC,KC,0,0,0.0,4,41,0.0,4.1,Away,JAX@KC,6.0,0,0,0,0,0,0,0,0,0,0,8,68,0,0,0,0,2022,1.9000000000000004
10,,Parris Campbell,IND,LV,0,0,0.0,3,37,0.0,3.7,Away,IND@LV,13.0,0,0,0,0,0,0,0,0,0,0,7,76,1,0,0,0,2022,9.3
11,,Justin Jefferson,MIN,DAL,0,0,0.0,7,100,1.0,16.0,Home,DAL@MIN,3.0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,2022,-13.0
11,,Stefon Diggs,BUF,CLE,0,0,0.0,8,97,1.0,15.7,Home,CLE@BUF,10.0,0,0,0,0,0,0,0,0,0,0,4,48,1,0,0,0,2022,-5.699999999999999
11,,Davante Adams,LV,DEN,0,0,0.0,7,89,1.0,14.9,Away,LV@DEN,26.0,0,0,0,0,0,0,0,0,0,0,7,141,2,0,0,0,2022,11.1
11,,A.J. Brown,PHI,IND,0,0,0.0,7,88,1.0,14.8,Away,PHI@IND,5.0,0,0,0,0,0,0,0,0,0,0,5,60,0,0,1,0,2022,-9.8
11,,CeeDee Lamb,DAL,MIN,0,0,0.0,6,83,1.0,14.3,Away,DAL@MIN,4.0,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0,2022,-10.3
11,,Terry McLaurin,WAS,HOU,0,0,0.0,6,80,1.0,14.0,Away,WAS@HOU,5.0,0,0,0,0,0,0,1,1,0,0,4,55,0,0,0,0,2022,-9.0
11,,Amari Cooper,CLE,BUF,0,0,0.0,6,79,1.0,13.9,Away,CLE@BUF,23.0,0,0,0,0,0,0,0,0,0,0,8,113,2,0,0,0,2022,9.1
11,,DeAndre Hopkins,ARI,SF,0,0,0.0,6,78,1.0,13.8,Home,SF@ARI,9.0,0,0,0,0,0,0,0,0,0,0,9,91,0,0,0,0,2022,-4.800000000000001
11,,Tee Higgins,CIN,PIT,0,0,0.0,6,77,1.0,13.7,Away,CIN@PIT,14.0,0,0,0,0,0,0,0,0,0,0,9,148,0,0,0,0,2022,0.3000000000000007
11,,Amon-Ra St. Brown,DET,NYG,0,0,0.0,6,74,1.0,13.4,Away,DET@NYG,7.0,0,0,0,0,0,0,1,4,0,0,7,76,0,0,0,0,2022,-6.4
11,,Mike Williams,LAC,KC,0,0,0.0,5,74,1.0,13.4,Home,KC@LAC,1.0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,2022,-12.4
11,,Allen Lazard,GB,TEN,0,0,0.0,7,71,1.0,13.1,Home,TEN@GB,5.0,0,0,0,0,0,0,0,0,0,0,5,57,0,0,0,0,2022,-8.1
11,,Courtland Sutton,DEN,LV,0,0,0.0,6,68,1.0,12.8,Home,LV@DEN,8.0,0,0,0,0,0,0,0,0,0,0,5,80,0,0,0,0,2022,-4.800000000000001
11,,DeVonta Smith,PHI,IND,0,0,0.0,5,67,1.0,12.7,Away,PHI@IND,7.0,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,0,2022,-5.699999999999999
11,,Chris Olave,NO,LAR,0,0,0.0,5,65,1.0,12.5,Home,LA@NO,16.0,0,0,0,0,0,0,0,0,0,0,5,102,1,0,0,0,2022,3.5
11,,Garrett Wilson,NYJ,NE,0,0,0.0,5,63,1.0,12.3,Away,NYJ@NE,1.0,0,0,0,0,0,0,1,0,0,0,2,12,0,0,0,0,2022,-11.3
11,,Jakobi Meyers,NE,NYJ,0,0,0.0,4,62,1.0,12.2,Home,NYJ@NE,5.0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,2022,-7.199999999999999
11,,D.J. Moore,CAR,BAL,2,7,0.0,4,55,1.0,12.2,Away,CAR@BAL,2.0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,2022,-10.2
11,,Brandin Cooks,HOU,WAS,0,0,0.0,4,60,1.0,12.0,Home,WAS@HOU,7.0,0,0,0,0,0,0,0,0,0,0,3,70,0,0,0,0,2022,-5.0
11,,Tyler Boyd,CIN,PIT,0,0,0.0,5,55,1.0,11.5,Away,CIN@PIT,4.0,0,0,0,0,0,0,0,0,0,0,2,42,0,0,0,0,2022,-7.5
11,,Rondale Moore,ARI,SF,1,7,0.0,7,73,0.0,8.0,Home,SF@ARI,0.0,0,0,0,0,0,0,1,-6,0,0,0,0,0,0,0,0,2022,-8.0
11,,Keenan Allen,LAC,KC,0,0,0.0,7,73,0.0,7.3,Home,KC@LAC,8.0,0,0,0,0,0,0,0,0,0,0,5,94,0,0,1,0,2022,0.7000000000000002
11,,Brandon Aiyuk,SF,ARI,0,0,0.0,5,67,0.0,6.7,Away,SF@ARI,14.0,0,0,0,0,0,0,0,0,0,0,2,20,2,0,0,0,2022,7.3
11,,Allen Robinson,LAR,NO,0,0,0.0,4,64,0.0,6.4,Away,LA@NO,10.0,0,0,0,0,0,0,0,0,0,0,4,47,1,0,0,0,2022,3.5999999999999996
11,,Deebo Samuel,SF,ARI,2,11,0.0,4,52,0.0,6.3,Away,SF@ARI,14.0,0,0,0,0,0,0,3,37,1,0,7,57,0,0,0,0,2022,7.7
11,,Darnell Mooney,CHI,ATL,0,0,0.0,5,62,0.0,6.2,Away,CHI@ATL,8.0,0,0,0,0,0,0,0,0,0,0,4,29,1,0,0,0,2022,1.7999999999999998
11,,Darius Slayton,NYG,DET,0,0,0.0,5,57,0.0,5.7,Home,DET@NYG,8.0,0,0,0,0,0,0,0,0,0,0,5,86,0,0,0,0,2022,2.3
11,,Diontae Johnson,PIT,CIN,0,0,0.0,5,56,0.0,5.6,Home,CIN@PIT,2.0,0,0,0,0,0,0,1,1,0,0,4,21,0,0,0,0,2022,-3.5999999999999996
11,,Nico Collins,HOU,WAS,0,0,0.0,4,55,0.0,5.5,Home,WAS@HOU,4.0,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0,2022,-1.5
11,,Donovan Peoples-Jones,CLE,BUF,0,0,0.0,4,55,0.0,5.5,Away,CLE@BUF,12.0,0,0,0,0,0,0,0,0,0,0,5,61,1,0,0,0,2022,6.5
11,,Curtis Samuel,WAS,HOU,2,12,0.0,4,42,0.0,5.4,Away,WAS@HOU,8.0,0,0,0,0,0,0,2,18,1,0,1,10,0,0,0,0,2022,2.5999999999999996
11,,Parris Campbell,IND,PHI,0,0,0.0,4,53,0.0,5.3,Home,PHI@IND,6.0,0,0,0,0,0,0,0,0,0,0,5,67,0,0,0,0,2022,0.7000000000000002
11,,Treylon Burks,TEN,GB,0,0,0.0,4,52,0.0,5.2,Away,TEN@GB,11.0,0,0,0,0,0,0,0,0,0,0,7,111,0,0,0,0,2022,5.8
11,,Ben Skowronek,LAR,NO,0,0,0.0,4,52,0.0,5.2,Away,LA@NO,0.0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2022,-5.2
11,,Adam Thielen,MIN,DAL,0,0,0.0,4,52,0.0,5.2,Home,DAL@MIN,2.0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,2022,-3.2
11,,Marquez Valdes-Scantling,KC,LAC,0,0,0.0,4,52,0.0,5.2,Away,KC@LAC,1.0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,2022,-4.2
11,,Christian Watson,GB,TEN,0,0,0.0,4,48,0.0,4.8,Home,TEN@GB,16.0,0,0,0,0,0,0,1,3,0,0,4,48,2,0,0,0,2022,11.2
11,,George Pickens,PIT,CIN,0,0,0.0,4,47,0.0,4.7,Home,CIN@PIT,14.0,0,0,0,0,0,0,0,0,0,0,4,83,1,0,0,0,2022,9.3
11,,Michael Gallup,DAL,MIN,0,0,0.0,4,46,0.0,4.6,Away,DAL@MIN,4.0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,2022,-0.5999999999999996
11,,Kalif Raymond,DET,NYG,0,0,0.0,4,46,0.0,4.6,Away,DET@NYG,3.0,0,0,0,0,0,0,1,7,0,0,3,33,0,0,0,0,2022,-1.5999999999999996
11,,Kendall Hinton,DEN,LV,0,0,0.0,3,45,0.0,4.5,Home,LV@DEN,5.0,0,0,0,0,0,0,0,0,0,0,3,57,0,0,0,0,2022,0.5
11,,Mack Hollins,LV,DEN,0,0,0.0,4,45,0.0,4.5,Away,LV@DEN,5.0,0,0,0,0,0,0,0,0,0,0,6,52,0,0,0,0,2022,0.5
11,,Drake London,ATL,CHI,0,0,0.0,3,43,0.0,4.3,Home,CHI@ATL,6.0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2022,1.7000000000000002
11,,Alec Pierce,IND,PHI,0,0,0.0,4,42,0.0,4.2,Home,PHI@IND,2.0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,2022,-2.2
11,,Laviska Shenault,CAR,BAL,1,8,0.0,3,33,0.0,4.1,Away,CAR@BAL,0.0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,2022,-4.1
12,,Tyreek Hill,MIA,HOU,0,0,0.0,7,103,1.0,16.3,Home,HOU@MIA,8.0,0,0,0,0,0,0,1,5,0,0,6,85,0,0,0,0,2022,-8.3
12,,Davante Adams,LV,SEA,0,0,0.0,7,93,1.0,15.3,Away,LV@SEA,7.0,0,0,0,0,0,0,0,0,0,0,7,74,0,0,0,0,2022,-8.3
12,,Stefon Diggs,BUF,DET,0,0,0.0,7,92,1.0,15.2,Away,BUF@DET,13.0,0,0,0,0,0,0,0,0,0,0,8,77,1,0,0,0,2022,-2.1999999999999993
12,,Tee Higgins,CIN,TEN,0,0,0.0,6,85,1.0,14.5,Away,CIN@TEN,17.0,0,0,0,0,0,0,0,0,0,0,7,114,1,0,0,0,2022,2.5
12,,DeAndre Hopkins,ARI,LAC,0,0,0.0,7,85,1.0,14.5,Home,LAC@ARI,14.0,0,0,0,0,0,0,0,0,0,0,4,87,1,0,0,0,2022,-0.5
12,,Keenan Allen,LAC,ARI,0,0,0.0,7,83,1.0,14.3,Away,LAC@ARI,10.0,0,0,0,0,0,0,0,0,0,0,5,49,1,0,0,0,2022,-4.300000000000001
12,,A.J. Brown,PHI,GB,0,0,0.0,6,82,1.0,14.2,Home,GB@PHI,9.0,0,0,0,0,0,0,0,0,0,0,4,46,1,0,1,0,2022,-5.199999999999999
12,,Mike Evans,TB,CLE,0,0,0.0,6,82,1.0,14.2,Away,TB@CLE,3.0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,2022,-11.2
12,,Amari Cooper,CLE,TB,0,0,0.0,6,80,1.0,14.0,Home,TB@CLE,9.0,0,0,0,0,0,0,0,0,0,0,7,94,0,0,0,0,2022,-5.0
12,,Justin Jefferson,MIN,NE,0,0,0.0,5,80,1.0,14.0,Home,NE@MIN,19.0,1,1,11,0,0,0,0,0,0,0,9,139,1,0,0,0,2022,5.0
12,,CeeDee Lamb,DAL,NYG,0,0,0.0,6,77,1.0,13.7,Home,NYG@DAL,11.0,0,0,0,0,0,0,2,11,0,0,6,106,0,0,0,0,2022,-2.6999999999999993
12,,Deebo Samuel,SF,NO,3,18,0.0,4,59,1.0,13.7,Home,NO@SF,4.0,0,0,0,0,0,0,2,0,0,0,3,43,0,0,0,0,2022,-9.7
12,,Amon-Ra St. Brown,DET,BUF,0,0,0.0,7,75,1.0,13.5,Home,BUF@DET,18.0,0,0,0,0,0,0,1,7,0,0,9,122,1,0,0,0,2022,4.5
12,,Terry McLaurin,WAS,ATL,0,0,0.0,6,74,1.0,13.4,Home,ATL@WAS,4.0,0,0,0,0,0,0,1,5,0,0,4,48,0,0,0,0,2022,-9.4
12,,Chris Olave,NO,SF,0,0,0.0,6,70,1.0,13.0,Away,NO@SF,6.0,0,0,0,0,0,0,0,0,0,0,5,62,0,0,0,0,2022,-7.0
12,,Courtland Sutton,DEN,CAR,0,0,0.0,6,70,1.0,13.0,Away,DEN@CAR,7.0,0,0,0,0,0,0,0,0,0,0,6,75,0,0,0,0,2022,-6.0
12,,Jaylen Waddle,MIA,HOU,0,0,0.0,5,70,1.0,13.0,Home,HOU@MIA,8.0,0,0,0,0,0,0,0,0,0,0,5,85,0,0,0,0,2022,-5.0
12,,D.J. Moore,CAR,DEN,2,7,0.0,5,62,1.0,12.9,Home,DEN@CAR,16.0,0,0,0,0,0,0,0,0,0,0,4,103,1,0,0,0,2022,3.0999999999999996
12,,Treylon Burks,TEN,CIN,0,0,0.0,5,68,1.0,12.8,Home,CIN@TEN,13.0,0,0,0,0,0,0,0,0,0,0,4,70,0,0,0,1,2022,0.1999999999999993
12,,Chris Godwin,TB,CLE,0,0,0.0,5,68,1.0,12.8,Away,TB@CLE,17.0,0,0,0,0,0,0,0,0,0,0,12,110,1,0,0,0,2022,4.199999999999999
12,,Christian Kirk,JAC,BAL,0,0,0.0,5,68,1.0,12.8,Home,BAL@JAX,4.0,0,0,0,0,0,0,1,-5,0,0,4,46,0,0,0,0,2022,-8.8
12,,Tyler Lockett,SEA,LV,0,0,0.0,6,68,1.0,12.8,Home,LV@SEA,12.0,0,0,0,0,0,0,0,0,0,0,3,68,1,0,0,0,2022,-0.8000000000000007
12,,Allen Lazard,GB,PHI,0,0,0.0,6,67,1.0,12.7,Away,GB@PHI,2.0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,2022,-10.7
12,,JuJu Smith-Schuster,KC,LAR,0,0,0.0,5,66,1.0,12.6,Home,LA@KC,3.0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,2022,-9.6
12,,Jakobi Meyers,NE,MIN,0,0,0.0,4,64,1.0,12.4,Away,NE@MIN,6.0,0,0,0,0,0,0,0,0,0,0,3,62,0,0,0,0,2022,-6.4
12,,Tyler Boyd,CIN,TEN,0,0,0.0,6,63,1.0,12.3,Away,CIN@TEN,1.0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,2022,-11.3
12,,Garrett Wilson,NYJ,CHI,0,0,0.0,4,62,1.0,12.2,Home,CHI@NYJ,21.0,0,0,0,0,0,0,1,-1,0,0,5,95,2,0,0,0,2022,8.8
12,,Brandon Aiyuk,SF,NO,0,0,0.0,6,69,0.0,6.9,Home,NO@SF,6.0,0,0,0,0,0,0,0,0,0,0,5,65,0,0,0,0,2022,-0.9000000000000004
12,,Brandin Cooks,HOU,MIA,0,0,0.0,5,65,0.0,6.5,Away,HOU@MIA,5.0,0,0,0,0,0,0,1,2,0,0,5,59,0,0,0,0,2022,-1.5
12,,Darius Slayton,NYG,DAL,0,0,0.0,5,63,0.0,6.3,Away,NYG@DAL,6.0,0,0,0,0,0,0,0,0,0,0,3,63,0,0,0,0,2022,-0.2999999999999998
12,,Parris Campbell,IND,PIT,0,0,0.0,5,60,0.0,6.0,Home,PIT@IND,1.0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,2022,-5.0
12,,Josh Palmer,LAC,ARI,0,0,0.0,5,59,0.0,5.9,Away,LAC@ARI,5.0,0,0,0,0,0,0,0,0,0,0,5,56,0,0,0,0,2022,-0.9000000000000004
12,,Curtis Samuel,WAS,ATL,2,13,0.0,5,46,0.0,5.9,Home,ATL@WAS,1.0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,2022,-4.9
12,,DeVonta Smith,PHI,GB,0,0,0.0,4,57,0.0,5.7,Home,GB@PHI,5.0,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,2022,-0.7000000000000002
12,,Diontae Johnson,PIT,IND,0,0,0.0,5,56,0.0,5.6,Away,PIT@IND,4.0,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0,2022,-1.5999999999999996
12,,Ben Skowronek,LAR,KC,0,0,0.0,4,56,0.0,5.6,Away,LA@KC,0.0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2022,-5.6
12,,Marquise Brown,ARI,LAC,0,0,0.0,4,55,0.0,5.5,Home,LAC@ARI,4.0,0,0,0,0,0,0,0,0,0,0,6,46,0,0,0,0,2022,-1.5
12,,Van Jefferson,LAR,KC,0,0,0.0,4,55,0.0,5.5,Away,LA@KC,8.0,0,0,0,0,0,0,0,0,0,0,3,29,1,0,0,0,2022,2.5
12,,Nico Collins,HOU,MIA,0,0,0.0,4,53,0.0,5.3,Away,HOU@MIA,4.0,0,0,0,0,0,0,0,0,0,0,6,44,0,0,0,0,2022,-1.2999999999999998
12,,Donovan Peoples-Jones,CLE,TB,0,0,0.0,4,52,0.0,5.2,Home,TB@CLE,1.0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,2022,-4.2
12,,Christian Watson,GB,PHI,0,0,0.0,5,52,0.0,5.2,Away,GB@PHI,17.0,0,0,0,0,0,0,0,0,0,0,4,110,1,0,0,0,2022,11.8
12,,Robert Woods,TEN,CIN,0,0,0.0,4,51,0.0,5.1,Home,CIN@TEN,1.0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,2022,-4.1
12,,Marquez Valdes-Scantling,KC,LAR,0,0,0.0,4,50,0.0,5.0,Home,LA@KC,5.0,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0,2022,0.0
12,,Michael Gallup,DAL,NYG,0,0,0.0,4,49,0.0,4.9,Home,NYG@DAL,6.0,0,0,0,0,0,0,0,0,0,0,5,63,0,0,0,0,2022,1.0999999999999996
12,,George Pickens,PIT,IND,0,0,0.0,4,47,0.0,4.7,Away,PIT@IND,7.0,0,0,0,0,0,0,0,0,0,0,3,57,0,1,0,0,2022,2.3
12,,Demarcus Robinson,BAL,JAC,0,0,0.0,4,47,0.0,4.7,Away,BAL@JAX,1.0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,2022,-3.7
13,,Justin Jefferson,MIN,NYJ,0,0,0.0,7,98,1.0,15.8,Home,NYJ@MIN,11.0,0,0,0,0,0,0,2,11,0,0,7,45,1,0,0,0,2022,-4.800000000000001
13,,Tyreek Hill,MIA,SF,0,0,0.0,7,97,1.0,15.7,Away,MIA@SF,20.0,0,0,0,0,0,0,0,0,0,0,9,146,1,0,0,0,2022,4.300000000000001
