Week,Player,Game,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
1,Tyreek Hill,MIA@LAC,33.00,0,0,0,0,0,0,0,0,0,0,11,215,2,0,0,0
1,Brandon Aiyuk,SF@PIT,24.00,0,0,0,0,0,0,0,0,0,0,8,129,2,0,0,0
1,Jakobi Meyers,LV@DEN,20.00,0,0,0,0,0,0,0,0,0,0,9,81,2,0,0,0
1,Kendrick Bourne,PHI@NE,18.00,0,0,0,0,0,0,0,0,0,0,6,64,2,0,0,0
1,Stefon Diggs,BUF@NYJ,16.00,0,0,0,0,0,0,0,0,0,0,10,102,1,0,0,0
1,Calvin Ridley,JAX@IND,16.00,0,0,0,0,0,0,0,0,0,0,8,101,1,0,0,0
1,Justin Jefferson,TB@MIN,15.00,0,0,0,0,0,0,0,0,0,0,9,150,0,0,0,0
1,Michael Pittman,JAX@IND,15.00,0,0,0,0,0,0,0,0,0,0,8,97,1,0,0,0
1,Romeo Doubs,GB@CHI,14.00,0,0,0,0,0,0,0,0,0,0,4,26,2,0,0,0
1,Rashid Shaheed,TEN@NO,14.00,0,0,0,0,0,0,2,11,0,0,5,89,1,0,1,0
1,Amon-Ra St. Brown,DET@KC,13.00,0,0,0,0,0,0,0,0,0,0,6,71,1,0,0,0
1,Jordan Addison,TB@MIN,12.00,0,0,0,0,0,0,0,0,0,0,4,61,1,0,0,0
1,Mike Evans,TB@MIN,12.00,0,0,0,0,0,0,0,0,0,0,6,66,1,0,0,0
1,Chatarius Atwell,LA@SEA,11.00,0,0,0,0,0,0,0,0,0,0,6,119,0,0,0,0
1,Zay Jones,JAX@IND,11.00,0,0,0,0,0,0,0,0,0,0,5,55,1,0,0,0
1,Darnell Mooney,GB@CHI,11.00,0,0,0,0,0,0,0,0,0,0,4,53,1,0,0,0
1,Puka Nacua,LA@SEA,11.00,0,0,0,0,0,0,0,0,0,0,10,119,0,0,0,0
1,Chris Olave,TEN@NO,11.00,0,0,0,0,0,0,0,0,0,0,8,112,0,0,0,0
1,River Cracraft,MIA@LAC,10.00,0,0,0,0,0,0,0,0,0,0,3,40,1,0,0,0
1,D.K. Metcalf,LA@SEA,10.00,0,0,0,0,0,0,0,0,0,0,3,47,1,0,0,0
1,DeVonta Smith,PHI@NE,10.00,0,0,0,0,0,0,0,0,0,0,7,47,1,0,0,0
1,Courtland Sutton,LV@DEN,9.00,0,0,0,0,0,0,0,0,0,0,4,32,1,0,0,0
1,Garrett Wilson,BUF@NYJ,9.00,0,0,0,0,0,0,0,0,0,0,5,34,1,0,0,0
1,Nico Collins,HOU@BAL,8.00,0,0,0,0,0,0,0,0,0,0,6,80,0,0,0,0
1,Josh Reynolds,DET@KC,8.00,0,0,0,0,0,0,0,0,0,0,4,80,0,0,0,0
1,Rashee Rice,DET@KC,8.00,0,0,0,0,0,0,1,-3,0,0,3,29,1,0,0,0
1,KaVontae Turpin,DAL@NYG,8.00,0,0,0,0,0,0,3,14,1,0,2,11,0,0,0,0
1,Keenan Allen,MIA@LAC,7.00,0,0,0,0,0,0,2,6,0,0,6,76,0,0,0,0
1,A.J. Brown,PHI@NE,7.00,0,0,0,0,0,0,0,0,0,0,7,79,0,0,0,0
1,Zay Flowers,HOU@BAL,7.00,0,0,0,0,0,0,2,9,0,0,9,78,0,0,0,0
1,Lil'Jordan Humphrey,LV@DEN,7.00,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,0
1,CeeDee Lamb,DAL@NYG,7.00,0,0,0,0,0,0,0,0,0,0,4,77,0,0,0,0
1,Jaylen Waddle,MIA@LAC,7.00,0,0,0,0,0,0,0,0,0,0,4,78,0,0,0,0
1,Davante Adams,LV@DEN,6.00,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0
1,DeAndre Hopkins,TEN@NO,6.00,0,0,0,0,0,0,0,0,0,0,7,65,0,0,0,0
1,Trey Palmer,TB@MIN,6.00,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0
1,Allen Robinson,SF@PIT,6.00,0,0,0,0,0,0,0,0,0,0,5,64,0,0,0,0
1,Michael Thomas,TEN@NO,6.00,0,0,0,0,0,0,0,0,0,0,5,61,0,0,0,0
1,Chris Godwin,TB@MIN,5.00,0,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0
1,Elijah Moore,CIN@CLE,5.00,0,0,0,0,0,0,2,19,0,0,3,43,0,0,0,0
1,Curtis Samuel,ARI@WAS,5.00,0,0,0,0,0,0,1,6,0,0,5,54,0,0,0,0
1,Deebo Samuel,SF@PIT,5.00,0,0,0,0,0,0,2,8,0,0,5,55,0,0,0,0
1,Nick Westbrook,TEN@NO,5.00,0,0,0,0,0,0,0,0,0,0,4,58,0,0,0,0
1,Robert Woods,HOU@BAL,5.00,0,0,0,0,0,0,0,0,0,0,6,57,0,0,0,0
1,Braxton Berrios,MIA@LAC,4.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0
1,Marquise Brown,ARI@WAS,4.00,0,0,0,0,0,0,1,29,0,0,3,28,0,0,0,0
1,Jahan Dotson,ARI@WAS,4.00,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0
1,Demario Douglas,PHI@NE,4.00,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0
1,Diontae Johnson,SF@PIT,4.00,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
1,Allen Lazard,BUF@NYJ,4.00,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0
1,Rondale Moore,ARI@WAS,4.00,0,0,0,0,0,0,2,12,0,0,3,33,0,0,0,0
1,Jayden Reed,GB@CHI,4.00,0,0,0,0,0,0,1,-2,0,0,2,48,0,0,0,0
1,Marquez Valdes-Scantling,DET@KC,4.00,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0
1,Justin Watson,DET@KC,4.00,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0
1,Mike Williams,MIA@LAC,4.00,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
1,Calvin Austin,SF@PIT,3.00,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0
1,Rashod Bateman,HOU@BAL,3.00,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0
1,Odell Beckham Jr.,HOU@BAL,3.00,0,0,0,0,0,0,0,0,0,0,2,37,0,0,0,0
1,Ja'Marr Chase,CIN@CLE,3.00,0,0,0,0,0,0,1,2,0,0,5,39,0,0,0,0
1,Amari Cooper,CIN@CLE,3.00,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
1,Gabriel Davis,BUF@NYJ,3.00,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0
1,Nathaniel Dell,HOU@BAL,3.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0
1,Josh Downs,JAX@IND,3.00,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
1,Mack Hollins,CAR@ATL,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
1,Brandon Johnson,LV@DEN,3.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
1,Terry McLaurin,ARI@WAS,3.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
1,K.J. Osborn,TB@MIN,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
1,George Pickens,SF@PIT,3.00,0,0,0,0,0,0,0,0,0,0,5,36,0,0,0,0
1,JuJu Smith-Schuster,PHI@NE,3.00,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
1,Noah Brown,HOU@BAL,2.00,0,0,0,0,0,0,1,-1,0,0,3,20,0,0,0,0
1,Brandin Cooks,DAL@NYG,2.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
1,Van Jefferson,LA@SEA,2.00,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0
1,Terrace Marshall,CAR@ATL,2.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
1,D.J. Moore,GB@CHI,2.00,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
1,Kalif Raymond,DET@KC,2.00,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
1,Tyler Boyd,CIN@CLE,1.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
1,Treylon Burks,TEN@NO,1.00,0,0,0,0,0,0,1,9,0,0,2,18,0,0,0,0
1,Erik Ezukanma,MIA@LAC,1.00,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0
1,Michael Gallup,DAL@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
1,Isaiah Hodgins,DAL@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,1,0
1,Tyler Lockett,LA@SEA,1.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
1,Jonathan Mingo,CAR@ATL,1.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
1,Donovan Peoples-Jones,CIN@CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
1,Tyler Scott,GB@CHI,1.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
1,Laviska Shenault,CAR@ATL,1.00,0,0,0,0,0,0,2,5,0,0,2,16,0,0,0,0
1,Darius Slayton,DAL@NYG,1.00,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
1,Jaxon Smith-Njigba,LA@SEA,1.00,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0
1,Adam Thielen,CAR@ATL,1.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
1,Deven Thompkins,TB@MIN,1.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
1,Samori Toure,GB@CHI,1.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
1,Quez Watkins,PHI@NE,1.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
1,Michael Wilson,ARI@WAS,1.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
