Week,Chg,"Player
Sort First:    Last:",Team,Opp,Att,Yard,TD,Rec,Yard,TD,FPts
14,,Marquise Brown,ARI,NE,0,0,0.0,4,58,0.0,5.8
14,,George Pickens,PIT,BAL,0,0,0.0,5,57,0.0,5.7
14,,Diontae Johnson,PIT,BAL,0,0,0.0,5,55,0.0,5.5
14,,Zay Jones,JAC,@TEN,0,0,0.0,5,55,0.0,5.5
14,,D.J. Chark,DET,MIN,0,0,0.0,4,53,0.0,5.3
14,,Gabe Davis,BUF,NYJ,0,0,0.0,4,53,0.0,5.3
14,,Phillip Dorsett,HOU,@DAL,0,0,0.0,5,53,0.0,5.3
14,,Adam Thielen,MIN,@DET,0,0,0.0,4,53,0.0,5.3
14,,Chris Moore,HOU,@DAL,0,0,0.0,4,52,0.0,5.2
14,,Brandon Aiyuk,SF,TB,0,0,0.0,4,50,0.0,5.0
14,,Michael Gallup,DAL,HOU,0,0,0.0,4,50,0.0,5.0
14,,Mack Hollins,LV,@LAR,0,0,0.0,4,50,0.0,5.0
14,,Demarcus Robinson,BAL,@PIT,0,0,0.0,4,49,0.0,4.9
14,,Donovan Peoples-Jones,CLE,@CIN,0,0,0.0,4,48,0.0,4.8
14,,Isaiah McKenzie,BUF,NYJ,2,7,0.0,4,40,0.0,4.7
14,,Josh Palmer,LAC,MIA,0,0,0.0,4,47,0.0,4.7
14,,Corey Davis,NYJ,@BUF,0,0,0.0,4,44,0.0,4.4
14,,Van Jefferson,LAR,LV,0,0,0.0,4,44,0.0,4.4
14,,Nick Westbrook-Ikhine,TEN,JAC,0,0,0.0,4,44,0.0,4.4
14,,Terrace Marshall Jr.,CAR,@SEA,0,0,0.0,3,43,0.0,4.3
14,,Josh Reynolds,DET,MIN,0,0,0.0,3,43,0.0,4.3
14,,Nelson Agholor,NE,@ARI,0,0,0.0,3,42,0.0,4.2
14,,Greg Dortch,ARI,NE,0,0,0.0,4,42,0.0,4.2
15,,Justin Jefferson,MIN,IND,0,0,0.0,7,101,1.0,16.1
15,,Ja'Marr Chase,CIN,@TB,0,0,0.0,7,94,1.0,15.4
15,,Davante Adams,LV,NE,0,0,0.0,7,90,1.0,15.0
15,,Tyreek Hill,MIA,@BUF,0,0,0.0,6,90,1.0,15.0
15,,Amon-Ra St. Brown,DET,@NYJ,1,6,0.0,7,83,1.0,14.9
15,,A.J. Brown,PHI,@CHI,0,0,0.0,7,88,1.0,14.8
15,,Keenan Allen,LAC,TEN,0,0,0.0,8,84,1.0,14.4
15,,Stefon Diggs,BUF,MIA,0,0,0.0,7,82,1.0,14.2
15,,DK Metcalf,SEA,SF,0,0,0.0,6,77,1.0,13.7
15,,Chris Olave,NO,ATL,0,0,0.0,6,77,1.0,13.7
15,,Christian Kirk,JAC,DAL,0,0,0.0,6,76,1.0,13.6
15,,Michael Pittman Jr.,IND,@MIN,0,0,0.0,6,75,1.0,13.5
15,,Mike Williams,LAC,TEN,0,0,0.0,6,75,1.0,13.5
15,,Chris Godwin,TB,CIN,0,0,0.0,6,74,1.0,13.4
15,,Brandon Aiyuk,SF,@SEA,0,0,0.0,6,73,1.0,13.3
15,,Tyler Lockett,SEA,SF,0,0,0.0,6,73,1.0,13.3
15,,Terry McLaurin,WAS,NYG,0,0,0.0,6,73,1.0,13.3
15,,CeeDee Lamb,DAL,@JAC,0,0,0.0,5,71,1.0,13.1
15,,Jerry Jeudy,DEN,ARI,0,0,0.0,5,70,1.0,13.0
15,,Christian Watson,GB,LAR,0,0,0.0,6,70,1.0,13.0
15,,Garrett Wilson,NYJ,DET,0,0,0.0,5,70,1.0,13.0
15,,DeAndre Hopkins,ARI,@DEN,0,0,0.0,5,68,1.0,12.8
15,,Chris Moore,HOU,KC,0,0,0.0,5,67,1.0,12.7
15,,JuJu Smith-Schuster,KC,@HOU,0,0,0.0,5,67,1.0,12.7
15,,Amari Cooper,CLE,BAL,0,0,0.0,5,65,1.0,12.5
15,,Tee Higgins,CIN,@TB,0,0,0.0,5,65,1.0,12.5
15,,DeVonta Smith,PHI,@CHI,0,0,0.0,5,65,1.0,12.5
15,,Darius Slayton,NYG,@WAS,0,0,0.0,5,64,1.0,12.4
15,,Jaylen Waddle,MIA,@BUF,0,0,0.0,4,64,1.0,12.4
15,,Van Jefferson,LAR,@GB,0,0,0.0,5,62,1.0,12.2
15,,D.J. Moore,CAR,PIT,0,0,0.0,4,55,1.0,11.5
15,,Nelson Agholor,NE,@LV,0,0,0.0,4,52,1.0,11.2
15,,Zay Jones,JAC,DAL,0,0,0.0,6,66,0.0,6.6
15,,Diontae Johnson,PIT,@CAR,0,0,0.0,6,65,0.0,6.5
15,,Drake London,ATL,@NO,0,0,0.0,5,62,0.0,6.2
15,,Adam Thielen,MIN,IND,0,0,0.0,5,62,0.0,6.2
15,,Mike Evans,TB,CIN,0,0,0.0,4,60,0.0,6.0
15,,D.J. Chark,DET,@NYJ,0,0,0.0,5,58,0.0,5.8
15,,Donovan Peoples-Jones,CLE,BAL,0,0,0.0,5,58,0.0,5.8
15,,George Pickens,PIT,@CAR,0,0,0.0,6,58,0.0,5.8
15,,Phillip Dorsett,HOU,KC,0,0,0.0,5,53,0.0,5.3
15,,Curtis Samuel,WAS,NYG,3,15,0.0,4,38,0.0,5.3
15,,Marquise Brown,ARI,@DEN,0,0,0.0,4,52,0.0,5.2
15,,Allen Lazard,GB,LAR,0,0,0.0,5,52,0.0,5.2
15,,Gabe Davis,BUF,MIA,0,0,0.0,4,50,0.0,5.0
15,,Equanimeous St. Brown,CHI,PHI,0,0,0.0,4,50,0.0,5.0
15,,Demarcus Robinson,BAL,@CLE,0,0,0.0,4,49,0.0,4.9
15,,Michael Gallup,DAL,@JAC,0,0,0.0,4,48,0.0,4.8
15,,Robert Woods,TEN,@LAC,0,0,0.0,4,46,0.0,4.6
15,,Alec Pierce,IND,@MIN,0,0,0.0,4,45,0.0,4.5
16,,Justin Jefferson,MIN,NYG,0,0,0.0,7,108,1.0,16.8
16,,Tyreek Hill,MIA,GB,0,0,0.0,7,93,1.0,15.3
16,,Amon-Ra St. Brown,DET,@CAR,1,6,0.0,8,87,1.0,15.3
16,,Davante Adams,LV,@PIT,0,0,0.0,7,92,1.0,15.2
16,,DK Metcalf,SEA,@KC,0,0,0.0,7,92,1.0,15.2
16,,Keenan Allen,LAC,@IND,0,0,0.0,8,86,1.0,14.6
16,,Ja'Marr Chase,CIN,@NE,0,0,0.0,6,84,1.0,14.4
16,,Stefon Diggs,BUF,@CHI,0,0,0.0,7,83,1.0,14.3
16,,Michael Pittman Jr.,IND,LAC,0,0,0.0,6,81,1.0,14.1
16,,Garrett Wilson,NYJ,JAC,0,0,0.0,6,80,1.0,14.0
16,,A.J. Brown,PHI,@DAL,0,0,0.0,6,78,1.0,13.8
16,,Mike Williams,LAC,@IND,0,0,0.0,6,78,1.0,13.8
16,,Terry McLaurin,WAS,@SF,0,0,0.0,6,77,1.0,13.7
16,,Christian Kirk,JAC,@NYJ,0,0,0.0,6,76,1.0,13.6
16,,Mike Evans,TB,@ARI,0,0,0.0,5,74,1.0,13.4
16,,CeeDee Lamb,DAL,PHI,0,0,0.0,5,74,1.0,13.4
16,,Christian Watson,GB,@MIA,0,0,0.0,6,74,1.0,13.4
16,,Jaylen Waddle,MIA,GB,0,0,0.0,5,73,1.0,13.3
16,,JuJu Smith-Schuster,KC,SEA,0,0,0.0,6,72,1.0,13.2
16,,Jerry Jeudy,DEN,@LAR,0,0,0.0,5,71,1.0,13.1
16,,Chris Godwin,TB,@ARI,0,0,0.0,6,70,1.0,13.0
16,,DeAndre Hopkins,ARI,TB,0,0,0.0,5,67,1.0,12.7
16,,D.J. Moore,CAR,DET,0,0,0.0,5,65,1.0,12.5
16,,Amari Cooper,CLE,NO,0,0,0.0,5,64,1.0,12.4
16,,Tee Higgins,CIN,@NE,0,0,0.0,5,62,1.0,12.2
16,,D.J. Chark,DET,@CAR,0,0,0.0,5,57,1.0,11.7
16,,Drake London,ATL,@BAL,0,0,0.0,5,71,0.0,7.1
16,,Diontae Johnson,PIT,LV,0,0,0.0,6,70,0.0,7.0
16,,Zay Jones,JAC,@NYJ,0,0,0.0,6,69,0.0,6.9
16,,Van Jefferson,LAR,DEN,0,0,0.0,5,63,0.0,6.3
16,,Darius Slayton,NYG,@MIN,0,0,0.0,5,60,0.0,6.0
16,,George Pickens,PIT,LV,0,0,0.0,6,58,0.0,5.8
16,,Brandon Aiyuk,SF,WAS,0,0,0.0,5,57,0.0,5.7
16,,Jakobi Meyers,NE,CIN,0,0,0.0,3,55,0.0,5.5
16,,Donovan Peoples-Jones,CLE,NO,0,0,0.0,4,55,0.0,5.5
16,,DeVonta Smith,PHI,@DAL,0,0,0.0,4,55,0.0,5.5
16,,Rashid Shaheed,NO,@CLE,0,0,0.0,3,54,0.0,5.4
16,,Adam Thielen,MIN,NYG,0,0,0.0,5,52,0.0,5.2
16,,Tutu Atwell,LAR,DEN,2,7,0.0,4,44,0.0,5.1
16,,Marquise Brown,ARI,TB,0,0,0.0,4,51,0.0,5.1
16,,Curtis Samuel,WAS,@SF,2,13,0.0,4,38,0.0,5.1
16,,Michael Gallup,DAL,PHI,0,0,0.0,4,49,0.0,4.9
16,,Jahan Dotson,WAS,@SF,0,0,0.0,4,48,0.0,4.8
16,,Marquise Goodwin,SEA,@KC,0,0,0.0,4,48,0.0,4.8
16,,Gabe Davis,BUF,@CHI,0,0,0.0,4,46,0.0,4.6
16,,Demarcus Robinson,BAL,ATL,0,0,0.0,4,46,0.0,4.6
16,,Terrace Marshall Jr.,CAR,DET,0,0,0.0,4,44,0.0,4.4
16,,Isaiah Hodgins,NYG,@MIN,0,0,0.0,4,43,0.0,4.3
16,,Richie James,NYG,@MIN,0,0,0.0,4,43,0.0,4.3
16,,Nelson Agholor,NE,CIN,0,0,0.0,3,42,0.0,4.2
17,,Justin Jefferson,MIN,@GB,0,0,0.0,8,110,1.0,17.0
17,,Tyreek Hill,MIA,@NE,0,0,0.0,7,92,1.0,15.2
17,,DK Metcalf,SEA,NYJ,0,0,0.0,7,92,1.0,15.2
17,,A.J. Brown,PHI,NO,0,0,0.0,7,88,1.0,14.8
17,,Ja'Marr Chase,CIN,BUF,0,0,0.0,7,88,1.0,14.8
17,,Davante Adams,LV,SF,0,0,0.0,7,87,1.0,14.7
17,,Amon-Ra St. Brown,DET,CHI,1,6,0.0,7,80,1.0,14.6
17,,Keenan Allen,LAC,LAR,0,0,0.0,8,85,1.0,14.5
17,,CeeDee Lamb,DAL,@TEN,0,0,0.0,6,85,1.0,14.5
17,,Garrett Wilson,NYJ,@SEA,0,0,0.0,6,82,1.0,14.2
17,,Jerry Jeudy,DEN,@KC,0,0,0.0,5,81,1.0,14.1
17,,Stefon Diggs,BUF,@CIN,0,0,0.0,6,74,1.0,13.4
17,,Chris Godwin,TB,CAR,0,0,0.0,6,74,1.0,13.4
17,,Terry McLaurin,WAS,CLE,0,0,0.0,6,73,1.0,13.3
17,,D.J. Moore,CAR,@TB,0,0,0.0,5,72,1.0,13.2
17,,Michael Pittman Jr.,IND,@NYG,0,0,0.0,5,71,1.0,13.1
17,,Tee Higgins,CIN,BUF,0,0,0.0,5,70,1.0,13.0
17,,JuJu Smith-Schuster,KC,DEN,0,0,0.0,6,70,1.0,13.0
17,,Jaylen Waddle,MIA,@NE,0,0,0.0,5,70,1.0,13.0
17,,Brandon Aiyuk,SF,@LV,0,0,0.0,5,67,1.0,12.7
17,,Amari Cooper,CLE,@WAS,0,0,0.0,5,65,1.0,12.5
17,,Allen Lazard,GB,MIN,0,0,0.0,6,65,1.0,12.5
17,,Jakobi Meyers,NE,MIA,0,0,0.0,4,65,1.0,12.5
17,,Darius Slayton,NYG,IND,0,0,0.0,5,65,1.0,12.5
17,,DeVonta Smith,PHI,NO,0,0,0.0,5,65,1.0,12.5
17,,D.J. Chark,DET,CHI,0,0,0.0,5,63,1.0,12.3
17,,Jahan Dotson,WAS,CLE,0,0,0.0,4,59,1.0,11.9
17,,Brandin Cooks,HOU,JAC,0,0,0.0,4,55,1.0,11.5
17,,Drake London,ATL,ARI,0,0,0.0,6,75,0.0,7.5
17,,Mike Williams,LAC,LAR,0,0,0.0,5,72,0.0,7.2
17,,Diontae Johnson,PIT,@BAL,0,0,0.0,6,67,0.0,6.7
17,,Christian Kirk,JAC,@HOU,0,0,0.0,5,66,0.0,6.6
17,,Mike Evans,TB,CAR,0,0,0.0,5,65,0.0,6.5
17,,Zay Jones,JAC,@HOU,0,0,0.0,6,65,0.0,6.5
17,,Chris Olave,NO,@PHI,0,0,0.0,5,63,0.0,6.3
17,,Curtis Samuel,WAS,CLE,3,15,0.0,4,47,0.0,6.2
17,,Courtland Sutton,DEN,@KC,0,0,0.0,5,62,0.0,6.2
17,,Marquise Brown,ARI,@ATL,0,0,0.0,4,60,0.0,6.0
17,,Rashid Shaheed,NO,@PHI,0,0,0.0,4,57,0.0,5.7
17,,Greg Dortch,ARI,@ATL,0,0,0.0,5,55,0.0,5.5
17,,Tyler Lockett,SEA,NYJ,0,0,0.0,5,55,0.0,5.5
17,,George Pickens,PIT,@BAL,0,0,0.0,5,55,0.0,5.5
17,,Donovan Peoples-Jones,CLE,@WAS,0,0,0.0,4,54,0.0,5.4
17,,Adam Thielen,MIN,@GB,0,0,0.0,5,54,0.0,5.4
17,,Richie James,NYG,IND,0,0,0.0,5,53,0.0,5.3
17,,Van Jefferson,LAR,@LAC,0,0,0.0,4,53,0.0,5.3
17,,Michael Gallup,DAL,@TEN,0,0,0.0,4,51,0.0,5.1
17,,Tutu Atwell,LAR,@LAC,2,7,0.0,4,41,0.0,4.8
17,,Gabe Davis,BUF,@CIN,0,0,0.0,4,48,0.0,4.8
17,,Isaiah Hodgins,NYG,IND,0,0,0.0,4,47,0.0,4.7
