Week,Player,Game,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
4,Stefon Diggs,MIA@BUF,30.00,0,0,0,0,0,0,0,0,0,0,6,120,3,0,0,0
4,A.J. Brown,WAS@PHI,29.00,0,0,0,0,0,0,0,0,0,0,9,175,2,0,0,0
4,Nico Collins,PIT@HOU,28.00,0,0,0,0,0,0,0,0,0,0,7,168,2,0,0,0
4,Puka Nacua,LA@IND,22.00,0,0,0,0,0,0,0,0,0,0,9,163,1,0,0,0
4,Justin Jefferson,MIN@CAR,20.00,0,0,0,0,0,0,0,0,0,0,6,85,2,0,0,0
4,D.J. Moore,DEN@CHI,19.00,0,0,0,0,0,0,0,0,0,0,8,131,1,0,0,0
4,Michael Wilson,ARI@SF,19.00,0,0,0,0,0,0,0,0,0,0,7,76,2,0,0,0
4,Brandon Aiyuk,ARI@SF,14.00,0,0,0,0,0,0,0,0,0,0,6,148,0,0,0,0
4,Terry McLaurin,WAS@PHI,14.00,0,0,0,0,0,0,0,0,0,0,8,86,0,0,0,1
4,Gabriel Davis,MIA@BUF,12.00,0,0,0,0,0,0,0,0,0,0,3,61,1,0,0,0
4,Allen Lazard,KC@NYJ,12.00,0,0,0,0,0,0,0,0,0,0,3,61,1,0,0,0
4,Braxton Berrios,MIA@BUF,11.00,0,0,0,0,0,0,1,11,0,0,6,43,1,0,0,0
4,Chris Godwin,TB@NO,11.00,1,0,0,0,0,0,0,0,0,0,8,114,0,0,0,0
4,Curtis Samuel,WAS@PHI,11.00,0,0,0,0,0,0,1,1,1,0,7,51,0,0,0,0
4,Amon-Ra St. Brown,DET@GB,11.00,0,0,0,0,0,0,0,0,0,0,5,56,1,0,0,0
4,Deven Thompkins,TB@NO,11.00,0,0,0,0,0,0,1,11,0,0,4,45,1,0,0,0
4,Nick Westbrook,CIN@TEN,11.00,0,0,0,0,0,0,0,0,0,0,5,51,1,0,0,0
4,CeeDee Lamb,NE@DAL,10.00,0,0,0,0,0,0,1,12,0,0,4,36,1,0,0,0
4,Keenan Allen,LV@LAC,9.00,0,0,0,0,0,0,0,0,0,0,3,32,1,0,0,0
4,Marquise Brown,ARI@SF,9.00,0,0,0,0,0,0,0,0,0,0,7,96,0,0,0,0
4,Romeo Doubs,DET@GB,9.00,0,0,0,0,0,0,0,0,0,0,9,95,0,0,0,0
4,D.K. Metcalf,SEA@NYG,9.00,0,0,0,0,0,0,0,0,0,0,3,34,1,0,0,0
4,Calvin Ridley,ATL@JAX,9.00,0,0,0,0,0,0,0,0,0,0,2,38,1,0,0,0
4,Jahan Dotson,WAS@PHI,8.00,0,0,0,0,0,0,0,0,0,0,4,27,1,0,0,0
4,Christian Kirk,ATL@JAX,8.00,0,0,0,0,0,0,0,0,0,0,8,84,0,0,0,0
4,Drake London,ATL@JAX,8.00,0,0,0,0,0,0,0,0,0,0,3,28,1,0,0,0
4,Courtland Sutton,DEN@CHI,8.00,0,0,0,0,0,0,0,0,0,0,3,27,1,0,0,0
4,Christian Watson,DET@GB,8.00,0,0,0,0,0,0,0,0,0,0,2,25,1,0,0,0
4,Davante Adams,LV@LAC,7.00,0,0,0,0,0,0,0,0,0,0,8,75,0,0,0,0
4,Ja'Marr Chase,CIN@TEN,7.00,0,0,0,0,0,0,0,0,0,0,7,73,0,0,0,0
4,Josh Palmer,LV@LAC,7.00,0,0,0,0,0,0,0,0,0,0,3,77,0,0,0,0
4,Jayden Reed,DET@GB,7.00,0,0,0,0,0,0,0,0,0,0,3,55,0,1,0,0
4,DeVonta Smith,WAS@PHI,7.00,0,0,0,0,0,0,0,0,0,0,7,78,0,0,0,0
4,Adam Thielen,MIN@CAR,7.00,0,0,0,0,0,0,1,6,0,0,7,76,0,0,0,0
4,Derius Davis,LV@LAC,6.00,0,0,0,0,0,0,3,51,0,0,2,16,0,0,0,0
4,Michael Gallup,NE@DAL,6.00,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0
4,Tyreek Hill,MIA@BUF,6.00,0,0,0,0,0,0,1,14,0,0,3,58,0,0,0,0
4,DeAndre Hopkins,CIN@TEN,6.00,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0
4,Brandon Johnson,DEN@CHI,6.00,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
4,Trey Palmer,TB@NO,6.00,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0
4,Josh Reynolds,DET@GB,6.00,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0
4,Garrett Wilson,KC@NYJ,6.00,0,0,0,0,0,0,0,0,0,0,9,60,0,0,0,0
4,Dyami Brown,WAS@PHI,5.00,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0
4,Zay Flowers,BAL@CLE,5.00,0,0,0,0,0,0,1,-6,0,0,3,56,0,0,0,0
4,Jerry Jeudy,DEN@CHI,5.00,0,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0
4,Tyler Lockett,SEA@NYG,5.00,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0
4,Terrace Marshall,MIN@CAR,5.00,0,0,0,0,0,0,0,0,0,0,9,56,0,0,0,0
4,Darnell Mooney,DEN@CHI,5.00,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0
4,Michael Thomas,TB@NO,5.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0
4,Jalen Tolbert,NE@DAL,5.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0
4,Demario Douglas,NE@DAL,4.00,0,0,0,0,0,0,0,0,0,0,2,45,0,0,0,0
4,Mike Evans,TB@NO,4.00,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0
4,Marvin Mims,DEN@CHI,4.00,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0
4,Chris Moore,CIN@TEN,4.00,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0
4,Kalif Raymond,DET@GB,4.00,0,0,0,0,0,0,1,40,0,0,1,-2,0,0,0,0
4,Wan'Dale Robinson,SEA@NYG,4.00,0,0,0,0,0,0,1,7,0,0,5,40,0,0,0,0
4,KaVontae Turpin,NE@DAL,4.00,0,0,0,0,0,0,1,46,0,0,1,5,0,0,0,0
4,Jaylen Waddle,MIA@BUF,4.00,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
4,Kendrick Bourne,NE@DAL,3.00,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0
4,Josh Downs,LA@IND,3.00,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0
4,Jakobi Meyers,LV@LAC,3.00,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0
4,DeVante Parker,NE@DAL,3.00,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0
4,Alec Pierce,LA@IND,3.00,0,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0
4,Michael Pittman,LA@IND,3.00,0,0,0,0,0,0,0,0,0,0,1,15,0,1,0,0
4,Rashee Rice,KC@NYJ,3.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0
4,Rashid Shaheed,TB@NO,3.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0
4,Samori Toure,DET@GB,3.00,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0
4,Chatarius Atwell,LA@IND,2.00,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0
4,Calvin Austin,PIT@HOU,2.00,0,0,0,0,0,0,1,5,0,0,3,24,0,0,0,0
4,Tyler Boyd,CIN@TEN,2.00,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0
4,D.J. Chark,MIN@CAR,2.00,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
4,Brandin Cooks,NE@DAL,2.00,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
4,Nathaniel Dell,PIT@HOU,2.00,0,0,0,0,0,0,2,13,0,0,1,16,0,0,0,0
4,Isaiah Hodgins,SEA@NYG,2.00,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0
4,Van Jefferson,LA@IND,2.00,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0
4,Ray Ray McCloud,ARI@SF,2.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
4,John Metchie,PIT@HOU,2.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0
4,Elijah Moore,BAL@CLE,2.00,0,0,0,0,0,0,1,-20,0,0,2,20,0,0,0,0
4,George Pickens,PIT@HOU,2.00,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
4,Darius Slayton,SEA@NYG,2.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
4,Equanimeous St. Brown,DEN@CHI,2.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
4,Kadarius Toney,KC@NYJ,2.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
4,Robert Woods,PIT@HOU,2.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
4,Parris Campbell,SEA@NYG,1.00,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
4,Amari Cooper,BAL@CLE,1.00,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
4,Xavier Gipson,KC@NYJ,1.00,0,0,0,0,0,0,2,13,0,0,1,4,0,0,0,0
4,Deonte Harty,MIA@BUF,1.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
4,Tee Higgins,CIN@TEN,1.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
