Week,Player,Game,Pts*,Att,Cmp,Yds,TD,Int,2Pt,Att,Yds,TD,2Pt,Rec,Yds,TD,2Pt,FL,TD
4,David Bell,CLE@ATL,3.00,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
4,Kendrick Bourne,NE@GB,3.00,0,0,0,0,0,0,1,15,0,0,2,23,0,0,0,0
4,Kendall Hinton,DEN@LV,3.00,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0
4,Mack Hollins,DEN@LV,3.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0
4,Skyy Moore,KC@TB,3.00,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0
4,Michael Pittman,TEN@IND,3.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0
4,Curtis Samuel,WAS@DAL,3.00,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,0
4,Ben Skowronek,LA@SF,3.00,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0
4,Jaylen Waddle,MIA@CIN,3.00,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0
4,Robbie Chosen,ARI@CAR,2.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0
4,Russell Gage,KC@TB,2.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
4,Jauan Jennings,LA@SF,2.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
4,Diontae Johnson,NYJ@PIT,2.00,0,0,0,0,0,0,2,11,0,0,2,11,0,0,0,0
4,Jarvis Landry,MIN@NO,2.00,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0
4,Josh Palmer,LAC@HOU,2.00,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0
4,Kalif Raymond,SEA@DET,2.00,0,0,0,0,0,0,1,3,0,0,3,38,0,0,1,0
4,Khalil Shakir,BUF@BAL,2.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
4,Rashod Bateman,BUF@BAL,1.00,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
4,Treylon Burks,TEN@IND,1.00,0,0,0,0,0,0,1,4,0,0,2,14,0,0,0,0
4,Quintez Cephus,SEA@DET,1.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
4,Gabriel Davis,BUF@BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
4,Ashton Dulin,TEN@IND,1.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
4,D'Wayne Eskridge,SEA@DET,1.00,0,0,0,0,0,0,1,6,0,0,1,10,0,0,0,0
4,Drake London,CLE@ATL,1.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
4,Terry McLaurin,WAS@DAL,1.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
4,Rondale Moore,ARI@CAR,1.00,0,0,0,0,0,0,1,-4,0,0,3,11,0,0,0,0
4,Jalen Nailor,MIN@NO,1.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
4,Brandon Powell,LA@SF,1.00,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0
4,Demarcus Robinson,BUF@BAL,1.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
4,Darius Slayton,CHI@NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
4,DeVonta Smith,JAX@PHI,1.00,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
4,Tre'Quan Smith,MIN@NO,1.00,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0
4,Cole Beasley,KC@TB,0.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
4,Dyami Brown,WAS@DAL,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
4,DeAndre Carter,LAC@HOU,0.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,0
4,Amari Cooper,CLE@ATL,0.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
4,Jamison Crowder,BUF@BAL,0.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
4,Greg Dortch,ARI@CAR,0.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
4,Mecole Hardman,KC@TB,0.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
4,Lil'Jordan Humphrey,NE@GB,0.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
